structureId,chainId,structureTitle,pdbDoi,entityId,ligandId,ligandName,InChI,InChIKey,hetId,IC50,deltaG,uniprotAcc,uniprotRecommendedName,uniprotAlternativeNames
1P3I,C,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3I,D,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3I,E,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3I,F,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,3,,,,,,,,P62799,Histone H4,
1P3I,G,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3I,H,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3I,I,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,1,,,,,,,,,,
1P3I,J,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3i/pdb,1,,,,,,,,,,
1P3K,A,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3K,B,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,3,,,,,,,,P62799,Histone H4,
1P3K,C,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3K,D,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3K,E,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3K,F,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,3,,,,,,,,P62799,Histone H4,
1P3K,G,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3K,H,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3K,I,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,1,,,,,,,,,,
1P3K,J,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3k/pdb,1,,,,,,,,,,
1P3L,A,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3L,B,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,3,,,,,,,,P62799,Histone H4,
1P3L,C,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3L,D,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3L,E,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3L,F,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,3,,,,,,,,P62799,Histone H4,
1P3L,G,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3L,H,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3L,I,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,1,,,,,,,,,,
1P3L,J,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3l/pdb,1,,,,,,,,,,
1P3M,A,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3M,B,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,3,,,,,,,,P62799,Histone H4,
1P3M,C,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3M,D,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3M,E,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3M,F,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,3,,,,,,,,P62799,Histone H4,
1P3M,G,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3M,H,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3M,I,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,1,,,,,,,,,,
1P3M,J,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3m/pdb,1,,,,,,,,,,
1P3O,A,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3O,B,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,3,,,,,,,,P62799,Histone H4,
1P3O,C,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3O,D,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3O,E,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3O,F,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,3,,,,,,,,P62799,Histone H4,
1P3O,G,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3O,H,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3O,I,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,1,,,,,,,,,,
1P3O,J,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3o/pdb,1,,,,,,,,,,
1P3P,A,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3P,B,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,3,,,,,,,,P62799,Histone H4,
1P3P,C,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3P,D,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3P,E,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,2,,,,,,,,P84233,Histone H3.2,
1P3P,F,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,3,,,,,,,,P62799,Histone H4,
1P3P,G,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,4,,,,,,,,P06897,Histone H2A type 1,
1P3P,H,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
1P3P,I,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,1,,,,,,,,,,
1P3P,J,Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants,10.2210/pdb1p3p/pdb,1,,,,,,,,,,
1U35,A,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,2,,,,,,,,P68433,Histone H3.1,
1U35,B,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,3,,,,,,,,P62806,Histone H4,
1U35,C,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,4,,,,,,,,O75367,Core histone macro-H2A.1,Histone H2A.y#Medulloblastoma antigen MU-MB-50.205
1U35,D,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,5,,,,,,,,Q9D2U9,Histone H2B type 3-A,
1U35,E,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,2,,,,,,,,P68433,Histone H3.1,
1U35,F,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,3,,,,,,,,P62806,Histone H4,
1U35,G,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,4,,,,,,,,O75367,Core histone macro-H2A.1,Histone H2A.y#Medulloblastoma antigen MU-MB-50.205
1U35,H,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,5,,,,,,,,Q9D2U9,Histone H2B type 3-A,
1U35,I,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,1,,,,,,,,,,
1U35,J,Crystal structure of the nucleosome core particle containing the histone domain of macroH2A,10.2210/pdb1u35/pdb,1,,,,,,,,,,
1ZBB,A,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,3,,,,,,,,P84233,Histone H3.2,
1ZBB,B,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,4,,,,,,,,P62799,Histone H4,
1ZBB,C,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,5,,,,,,,,P06897,Histone H2A type 1,
1ZBB,D,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
1ZBB,E,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,3,,,,,,,,P84233,Histone H3.2,
1ZBB,F,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,4,,,,,,,,P62799,Histone H4,
1ZBB,G,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,5,,,,,,,,P06897,Histone H2A type 1,
1ZBB,H,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
1ZBB,I,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,1,,,,,,,,,,
1ZBB,J,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,2,,,,,,,,,,
1ZBB,a,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,3,,,,,,,,P84233,Histone H3.2,
1ZBB,b,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,4,,,,,,,,P62799,Histone H4,
1ZBB,c,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,5,,,,,,,,P06897,Histone H2A type 1,
1ZBB,d,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
1ZBB,e,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,3,,,,,,,,P84233,Histone H3.2,
1ZBB,f,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,4,,,,,,,,P62799,Histone H4,
1ZBB,g,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,5,,,,,,,,P06897,Histone H2A type 1,
1ZBB,h,Structure of the 4_601_167 Tetranucleosome,10.2210/pdb1zbb/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
2CV5,A,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,2,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
2CV5,B,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,3,,,,,,,,P62805,Histone H4,
2CV5,C,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,4,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
2CV5,D,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,5,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,O60814,Histone H2B type 1-K,HIRA-interacting protein 1
2CV5,E,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,2,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
2CV5,F,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,3,,,,,,,,P62805,Histone H4,
2CV5,G,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,4,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
2CV5,H,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,5,,,,,,,,O60814,Histone H2B type 1-K,HIRA-interacting protein 1
2CV5,I,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
2CV5,J,Crystal structure of human nucleosome core particle,10.2210/pdb2cv5/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
2F8N,A,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,2,,,,,,,,P84233,Histone H3.2,
2F8N,B,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,3,,,,,,,,P62799,Histone H4,
2F8N,D,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,4,,,,,,,,Q9D2U9,Histone H2B type 3-A,
2F8N,E,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,2,,,,,,,,P84233,Histone H3.2,
2F8N,F,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,3,,,,,,,,P62799,Histone H4,
2F8N,G,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,6,,,,,,,,O75367,Core histone macro-H2A.1,Histone H2A.y#Medulloblastoma antigen MU-MB-50.205
2F8N,H,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,5,,,,,,,,P02281,Histone H2B 1.1,
2F8N,I,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,1,,,,,,,,,,
2F8N,J,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,1,,,,,,,,,,
2F8N,K,2.9 Angstrom X-ray structure of hybrid macroH2A nucleosomes,10.2210/pdb2f8n/pdb,7,,,,,,,,Q8CGP6,Histone H2A type 1-H,
2FJ7,A,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,3,,,,,,,,P84233,Histone H3.2,
2FJ7,B,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,4,,,,,,,,P62799,Histone H4,
2FJ7,C,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,5,,,,,,,,P06897,Histone H2A type 1,
2FJ7,D,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
2FJ7,E,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,3,,,,,,,,P84233,Histone H3.2,
2FJ7,F,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,4,,,,,,,,P62799,Histone H4,
2FJ7,G,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,5,,,,,,,,P06897,Histone H2A type 1,
2FJ7,H,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
2FJ7,I,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,1,,,,,,,,,,
2FJ7,J,Crystal structure of Nucleosome Core Particle Containing a Poly (dA.dT) Sequence Element,10.2210/pdb2fj7/pdb,2,,,,,,,,,,
2NQB,A,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,2,,,,,,,,P02299,Histone H3,
2NQB,B,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,3,,,,,,,,P84040,Histone H4,
2NQB,C,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,4,,,,,,,,P84051,Histone H2A,
2NQB,D,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,5,,,,,,,,P02283,Histone H2B,
2NQB,E,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,2,,,,,,,,P02299,Histone H3,
2NQB,F,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,3,,,,,,,,P84040,Histone H4,
2NQB,G,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,4,,,,,,,,P84051,Histone H2A,
2NQB,H,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,5,,,,,,,,P02283,Histone H2B,
2NQB,I,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,1,,,,,,,,,,
2NQB,J,Drosophila Nucleosome Structure,10.2210/pdb2nqb/pdb,1,,,,,,,,,,
2NZD,A,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,3,,,,,,,,P84233,Histone H3.2,
2NZD,B,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,4,,,,,,,,P62799,Histone H4,
2NZD,C,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,5,,,,,,,,P06897,Histone H2A type 1,
2NZD,D,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
2NZD,E,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,3,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P84233,Histone H3.2,
2NZD,F,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,4,,,,,,,,P62799,Histone H4,
2NZD,G,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,5,,,,,,,,P06897,Histone H2A type 1,
2NZD,H,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,6,,,,,,,,P02281,Histone H2B 1.1,
2NZD,I,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
2NZD,J,Nucleosome core particle containing 145 bp of DNA,10.2210/pdb2nzd/pdb,2,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
2PYO,A,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P02299,Histone H3,
2PYO,B,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,4,,,,,,,,P84040,Histone H4,
2PYO,C,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,5,,,,,,,,P84051,Histone H2A,
2PYO,D,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,6,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P02283,Histone H2B,
2PYO,E,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P02299,Histone H3,
2PYO,E,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,3,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P02299,Histone H3,
2PYO,F,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,4,,,,,,,,P84040,Histone H4,
2PYO,G,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,5,,,,,,,,P84051,Histone H2A,
2PYO,H,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,6,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P02283,Histone H2B,
2PYO,I,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,1,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
2PYO,J,Drosophila nucleosome core,10.2210/pdb2pyo/pdb,2,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3A6N,A,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q16695,Histone H3.1t,H3/g
3A6N,B,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,2,,,,,,,,P62805,Histone H4,
3A6N,C,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
3A6N,D,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,4,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
3A6N,E,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,Q16695,Histone H3.1t,H3/g
3A6N,F,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,2,,,,,,,,P62805,Histone H4,
3A6N,G,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
3A6N,H,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,4,,,,,,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
3A6N,I,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,5,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3A6N,J,"The nucleosome containing a testis-specific histone variant, human H3T",10.2210/pdb3a6n/pdb,5,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,,,
3AFA,A,The human nucleosome structure,10.2210/pdb3afa/pdb,1,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P68431,Histone H3.1,Histone H3/a#Histone H3/b#Histone H3/c#Histone H3/d#Histone H3/f#Histone H3/h#Histone H3/i#Histone H3/j#Histone H3/k#Histone H3/l
3AFA,B,The human nucleosome structure,10.2210/pdb3afa/pdb,2,,,,,,,,P62805,Histone H4,
3AFA,C,The human nucleosome structure,10.2210/pdb3afa/pdb,3,CL,CHLORIDE ION,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M,CL,,,P04908,Histone H2A type 1-B/E,Histone H2A.2#Histone H2A/a#Histone H2A/m
3AFA,D,The human nucleosome structure,10.2210/pdb3afa/pdb,4,MN,MANGANESE (II) ION,InChI=1S/Mn/q+2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,MN,,,P06899,Histone H2B type 1-J,Histone H2B.1#Histone H2B.r
