PDB	CHAIN	ORGANISM	PROCESS	FUNCTION	UNIPROT	NAME
1pjn	B	Mus musculus	6606	61608	P52293	Importin subunit alpha-1
1pu9	B	Saccharomyces cerevisiae	NA	3677	P61830	Histone H3
1pu9	A	Tetrahymena thermophila	NA	4402	Q27198	NA
1pua	B	Saccharomyces cerevisiae	NA	3677	P61830	Histone H3
1pua	A	Tetrahymena thermophila	NA	4402	Q27198	NA
1q14	A	Saccharomyces cerevisiae	183#1300#6351#6355#31939#45950#70933	8270#16787#17136#46872#46970#70403	P53686	NAD-dependent protein deacetylase HST2
1q17	A	Saccharomyces cerevisiae	NA	8270#17136#70403	P53686	NAD-dependent protein deacetylase HST2
1q17	B	Saccharomyces cerevisiae	NA	8270#17136#70403	P53686	NAD-dependent protein deacetylase HST2
1q17	C	Saccharomyces cerevisiae	NA	8270#17136#70403	P53686	NAD-dependent protein deacetylase HST2
1q1a	B	Saccharomyces cerevisiae	NA	NA	P02309	Histone H4
1q1a	A	Saccharomyces cerevisiae	NA	8270#17136#70403	P53686	NAD-dependent protein deacetylase HST2
1q2c	B	NA	NA	NA	NA	NA
1q2c	A	Tetrahymena thermophila	NA	4402	Q27198	NA
1q2d	B	NA	NA	NA	NA	NA
1q2d	A	Tetrahymena thermophila	NA	4402	Q27198	NA
1q3l	A	Drosophila melanogaster	NA	NA	P05205	Heterochromatin protein 1
1q3l	P	Homo sapiens	NA	NA	P68431	Histone H3.1
1q9c	A	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	B	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	C	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	D	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	E	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	F	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	G	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	H	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1q9c	I	Homo sapiens	NA	3677#46982	Q07889	Son of sevenless homolog 1
1qk9	A	Homo sapiens	122	3677#10385	P51608	Methyl-CpG-binding protein 2
1qsm	A	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qsm	B	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qsm	C	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qsm	D	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qsn	B	Saccharomyces cerevisiae	NA	NA	P61830	Histone H3
1qsn	A	Tetrahymena thermophila	NA	4402	Q27198	NA
1qso	A	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qso	B	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qso	C	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qso	D	Saccharomyces cerevisiae	6325#6473#16573	4402#8080#16740#16746#42802	Q06592	Histone acetyltransferase HPA2
1qsr	A	Tetrahymena thermophila	NA	4402	Q27198	NA
1qst	A	Tetrahymena thermophila	NA	4402	Q27198	NA
1r4v	A	Aquifex aeolicus	NA	46982	O66665	Uncharacterized protein aq_328
1riy	A	Thermotoga maritima	30261#1903506	3677	P36206	DNA-binding protein HU
1roc	A	Saccharomyces cerevisiae	6333	NA	P32447	Histone chaperone ASF1
1s32	I	NA	NA	NA	NA	NA
1s32	J	NA	NA	NA	NA	NA
1s32	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
1s32	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
1s32	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
1s32	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
1s32	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
1s32	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
1s32	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
1s32	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
1s3z	A	Salmonella enterica	6084#16573#46677	16740#16746#42803#47663	Q9R381	Aminoglycoside N(6')-acetyltransferase type 1
1s3z	B	Salmonella enterica	6084#16573#46677	16740#16746#42803#47663	Q9R381	Aminoglycoside N(6')-acetyltransferase type 1
1s5k	A	Salmonella enterica	6084#16573#46677	16740#16746#42803#47663	Q9R381	Aminoglycoside N(6')-acetyltransferase type 1
1s5k	B	Salmonella enterica	6084#16573#46677	16740#16746#42803#47663	Q9R381	Aminoglycoside N(6')-acetyltransferase type 1
1s5p	B	NA	NA	NA	NA	NA
1s5p	A	Escherichia coli	NA	36054#36055#70403	P75960	NAD-dependent protein deacylase
1s60	A	Salmonella enterica	6084#16573#46677	16740#16746#42803#47663	Q9R381	Aminoglycoside N(6')-acetyltransferase type 1
1sg2	A	Escherichia coli	NA	51082	P0AEU7	Chaperone protein Skp
1sg2	B	Escherichia coli	NA	51082	P0AEU7	Chaperone protein Skp
1sg2	C	Escherichia coli	NA	51082	P0AEU7	Chaperone protein Skp
1szc	B	Saccharomyces cerevisiae	NA	NA	P02309	Histone H4
1szc	A	Saccharomyces cerevisiae	NA	8270#17136#70403	P53686	NAD-dependent protein deacetylase HST2
1szd	B	Saccharomyces cerevisiae	NA	NA	P02309	Histone H4
1szd	A	Saccharomyces cerevisiae	NA	8270#17136#70403	P53686	NAD-dependent protein deacetylase HST2
1t64	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1t64	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1t67	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1t69	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1taf	B	Drosophila melanogaster	6352	46982	P49847	Transcription initiation factor TFIID subunit 6
1taf	A	Drosophila melanogaster	6352	46982	Q27272	Transcription initiation factor TFIID subunit 9
1tey	A	Homo sapiens	6333	NA	Q9Y294	Histone chaperone ASF1A
1tqe	C	NA	NA	NA	NA	NA
1tqe	D	NA	NA	NA	NA	NA
1tqe	E	NA	NA	NA	NA	NA
1tqe	F	NA	NA	NA	NA	NA
1tqe	P	Homo sapiens	45944	977#3677#46983	Q02080	Myocyte-specific enhancer factor 2B
1tqe	Q	Homo sapiens	45944	977#3677#46983	Q02080	Myocyte-specific enhancer factor 2B
1tqe	R	Homo sapiens	45944	977#3677#46983	Q02080	Myocyte-specific enhancer factor 2B
1tqe	S	Homo sapiens	45944	977#3677#46983	Q02080	Myocyte-specific enhancer factor 2B
1tqe	X	Mus musculus	NA	NA	Q99N13	Histone deacetylase 9
1tqe	Y	Mus musculus	NA	NA	Q99N13	Histone deacetylase 9
1tzy	A	Gallus gallus	6342	3677#46982	P02263	Histone H2A-IV
1tzy	E	Gallus gallus	6342	3677#46982	P02263	Histone H2A-IV
1tzy	B	Gallus gallus	6334	3677#46982	P0C1H5	Histone H2B 7
1tzy	F	Gallus gallus	6334	3677#46982	P0C1H5	Histone H2B 7
1tzy	D	Gallus gallus	6334#6335#6336#6352#45653#51290	3677#19904#42393#46982	P62801	Histone H4
1tzy	H	Gallus gallus	6334#6335#6336#6352#45653#51290	3677#19904#42393#46982	P62801	Histone H4
1tzy	C	Gallus gallus	122#6334	3677#3682#31492#46982	P84229	Histone H3.2
1tzy	G	Gallus gallus	122#6334	3677#3682#31492#46982	P84229	Histone H3.2
1u2m	A	Escherichia coli	6457#22417#32978#43165#50821#61077	1530#5515#42802#51082	P0AEU7	Chaperone protein Skp
1u2m	B	Escherichia coli	6457#22417#32978#43165#50821#61077	1530#5515#42802#51082	P0AEU7	Chaperone protein Skp
1u2m	C	Escherichia coli	6457#22417#32978#43165#50821#61077	1530#5515#42802#51082	P0AEU7	Chaperone protein Skp
1u2z	A	Saccharomyces cerevisiae	77#6281#6348#34729#51726	18024#31151#31493	Q04089	Histone-lysine N-methyltransferase, H3 lysine-79 specific
1u2z	B	Saccharomyces cerevisiae	77#6281#6348#34729#51726	18024#31151#31493	Q04089	Histone-lysine N-methyltransferase, H3 lysine-79 specific
1u2z	C	Saccharomyces cerevisiae	77#6281#6348#34729#51726	18024#31151#31493	Q04089	Histone-lysine N-methyltransferase, H3 lysine-79 specific
1u35	I	Homo sapiens	NA	NA	NA	NA
1u35	J	Homo sapiens	NA	NA	NA	NA
1u35	C	Homo sapiens	NA	3677#46982	O75367	Core histone macro-H2A.1
1u35	G	Homo sapiens	NA	3677#46982	O75367	Core histone macro-H2A.1
1u35	B	Mus musculus	6334#6335#6336#6352#45653#51290	3677#5515#19904#42393#46982	P62806	Histone H4
1u35	F	Mus musculus	6334#6335#6336#6352#45653#51290	3677#5515#19904#42393#46982	P62806	Histone H4
1u35	A	Mus musculus	6334#6335#51290#60968	3677#5515#31492#46982	P68433	Histone H3.1
1u35	E	Mus musculus	6334#6335#51290#60968	3677#5515#31492#46982	P68433	Histone H3.1
1u35	D	Mus musculus	6334	3677#46982	Q9D2U9	Histone H2B type 3-A
1u35	H	Mus musculus	6334	3677#46982	Q9D2U9	Histone H2B type 3-A
1ubq	A	Homo sapiens	NA	NA	P0CG48	Polyubiquitin-C
1uhm	A	Saccharomyces cerevisiae	6334	3677	P53551	Histone H1
1uss	A	Saccharomyces cerevisiae	6334	3677	P53551	Histone H1
1ust	A	Saccharomyces cerevisiae	6334	3677	P53551	Histone H1
1vkg	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1vkg	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1vtn	A	NA	NA	NA	NA	NA
1vtn	B	NA	NA	NA	NA	NA
1vtn	C	Homo sapiens	6355	3700#43565	P55318	Hepatocyte nuclear factor 3-gamma
1w0h	A	Homo sapiens	NA	3676	Q8IV48	3'-5' exoribonuclease 1
1w22	A	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1w22	B	Homo sapiens	122#6325#6333#6351#6355#7062#10629#16575#31397#31647#32204#35984#45668#70932#71922#1904322#2000616	3682#4407#5515#8134#16787#19213#30544#32041#46872#51879	Q9BY41	Histone deacetylase 8
1wg3	A	Saccharomyces cerevisiae	6333	NA	P32447	Histone chaperone ASF1
1wgs	A	Mus musculus	NA	4402	Q9D1P2	Histone acetyltransferase KAT8
1wtu	A	Bacillus virus SPO1	6351#6355	3677	P04445	Transcription factor 1
1wtu	B	Bacillus virus SPO1	6351#6355	3677	P04445	Transcription factor 1
1wug	A	Homo sapiens	NA	4402	Q92831	Histone acetyltransferase KAT2B
1wum	A	Homo sapiens	NA	4402	Q92831	Histone acetyltransferase KAT2B
1x0j	A	Homo sapiens	NA	NA	P25440	Bromodomain-containing protein 2
1x0j	B	Homo sapiens	NA	NA	P25440	Bromodomain-containing protein 2
1x0j	C	Homo sapiens	NA	NA	P25440	Bromodomain-containing protein 2
1xb9	A	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	B	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	C	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	D	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	E	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	F	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	G	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	H	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	I	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xb9	J	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xc5	A	Homo sapiens	NA	3677	Q9Y618	Nuclear receptor corepressor 2
1xe0	A	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	B	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	C	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	D	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	E	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	F	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	G	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	H	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	I	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xe0	J	Xenopus laevis	NA	NA	P07222	Nucleophosmin
1xni	A	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	B	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	C	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	D	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	E	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	F	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	G	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	H	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	I	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xni	J	Homo sapiens	NA	NA	Q12888	TP53-binding protein 1
1xqh	B	Homo sapiens	NA	NA	P04637	Cellular tumor antigen p53
1xqh	F	Homo sapiens	NA	NA	P04637	Cellular tumor antigen p53
1xqh	A	Homo sapiens	6355#34968	18024	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1xqh	E	Homo sapiens	6355#34968	18024	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1yd9	A	Rattus norvegicus	NA	NA	Q02874	Core histone macro-H2A.1
1yd9	B	Rattus norvegicus	NA	NA	Q02874	Core histone macro-H2A.1
1yd9	C	Rattus norvegicus	NA	NA	Q02874	Core histone macro-H2A.1
1yd9	D	Rattus norvegicus	NA	NA	Q02874	Core histone macro-H2A.1
1ydp	P	synthetic construct	NA	NA	P16104	Histone H2AX
1ydp	A	Homo sapiens	NA	NA	P17693	HLA class I histocompatibility antigen, alpha chain G
1ydp	B	Homo sapiens	1895#1916#2237#2376#2474#2479#2480#2481#2726#6826#6955#10977#19885#32092#33077#33216#42026#42493#43312#44267#45087#45646#46686#48260#50690#50776#55072#60333#71281#71283#1900121#1900122#1900390#1904434#1904437	5515#42802	P61769	Beta-2-microglobulin
1ygh	A	Saccharomyces cerevisiae	NA	4402	Q03330	Histone acetyltransferase GCN5
1ygh	B	Saccharomyces cerevisiae	NA	4402	Q03330	Histone acetyltransferase GCN5
1yqa	A	Saccharomyces cerevisiae	6334	3677	P53551	Histone H1
1z4r	A	Homo sapiens	NA	4402	Q92830	Histone acetyltransferase KAT2A
1zbb	I	NA	NA	NA	NA	NA
1zbb	J	NA	NA	NA	NA	NA
1zbb	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
1zbb	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
1zbb	d	Xenopus laevis	NA	NA	P02281	Histone H2B 1.1
1zbb	h	Xenopus laevis	NA	NA	P02281	Histone H2B 1.1
1zbb	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
1zbb	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
1zbb	c	Xenopus laevis	NA	NA	P06897	Histone H2A type 1
1zbb	g	Xenopus laevis	NA	NA	P06897	Histone H2A type 1
1zbb	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
1zbb	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
1zbb	b	Xenopus laevis	NA	NA	P62799	Histone H4
1zbb	f	Xenopus laevis	NA	NA	P62799	Histone H4
1zbb	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
1zbb	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
1zbb	a	Xenopus laevis	NA	NA	P84233	Histone H3.2
1zbb	e	Xenopus laevis	NA	NA	P84233	Histone H3.2
1zbh	E	NA	NA	NA	NA	NA
1zbh	F	NA	NA	NA	NA	NA
1zbh	A	Homo sapiens	NA	3676	Q8IV48	3'-5' exoribonuclease 1
1zbh	B	Homo sapiens	NA	3676	Q8IV48	3'-5' exoribonuclease 1
1zbh	C	Homo sapiens	NA	3676	Q8IV48	3'-5' exoribonuclease 1
1zbh	D	Homo sapiens	NA	3676	Q8IV48	3'-5' exoribonuclease 1
1zbu	A	Homo sapiens	6259#6364#31047#31125#71044#90305#90503	175#3676#3723#4518#4527#5515#8408#16787#19843#43022#46872#71207	Q8IV48	3'-5' exoribonuclease 1
1zbu	B	Homo sapiens	6259#6364#31047#31125#71044#90305#90503	175#3676#3723#4518#4527#5515#8408#16787#19843#43022#46872#71207	Q8IV48	3'-5' exoribonuclease 1
1zbu	C	Homo sapiens	6259#6364#31047#31125#71044#90305#90503	175#3676#3723#4518#4527#5515#8408#16787#19843#43022#46872#71207	Q8IV48	3'-5' exoribonuclease 1
1zbu	D	Homo sapiens	6259#6364#31047#31125#71044#90305#90503	175#3676#3723#4518#4527#5515#8408#16787#19843#43022#46872#71207	Q8IV48	3'-5' exoribonuclease 1
1zkk	E	Homo sapiens	NA	NA	P62805	Histone H4
1zkk	F	Homo sapiens	NA	NA	P62805	Histone H4
1zkk	G	Homo sapiens	NA	NA	P62805	Histone H4
1zkk	H	Homo sapiens	NA	NA	P62805	Histone H4
1zkk	A	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
1zkk	B	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
1zkk	C	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
1zkk	D	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
1zla	I	Homo sapiens	NA	NA	NA	NA
1zla	J	Homo sapiens	NA	NA	NA	NA
1zla	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
1zla	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
1zla	C	Expression vector pET3-H2A	NA	3677#46982	P06897	Histone H2A type 1
1zla	G	Expression vector pET3-H2A	NA	3677#46982	P06897	Histone H2A type 1
1zla	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
1zla	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
1zla	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
1zla	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
1zla	K	Human gammaherpesvirus 8	NA	NA	Q9DUM3	NA
1zr3	A	Homo sapiens	NA	NA	O75367	Core histone macro-H2A.1
1zr3	B	Homo sapiens	NA	NA	O75367	Core histone macro-H2A.1
1zr3	C	Homo sapiens	NA	NA	O75367	Core histone macro-H2A.1
1zr3	D	Homo sapiens	NA	NA	O75367	Core histone macro-H2A.1
1zr5	A	Homo sapiens	NA	NA	O75367	Core histone macro-H2A.1
1zr5	B	Homo sapiens	NA	NA	O75367	Core histone macro-H2A.1
1zs5	A	Homo sapiens	NA	4402	Q92831	Histone acetyltransferase KAT2B
1zz0	A	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz0	B	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz0	C	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz0	D	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz1	A	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz1	B	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz1	C	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz1	D	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz3	A	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz3	B	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz3	C	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
1zz3	D	Alcaligenaceae bacterium FB188	NA	16787#46872	Q70I53	Histone deacetylase-like amidohydrolase
2ado	A	Homo sapiens	NA	NA	Q14676	Mediator of DNA damage checkpoint protein 1
2ado	B	Homo sapiens	NA	NA	Q14676	Mediator of DNA damage checkpoint protein 1
2aro	A	Gallus gallus	6342	3677#46982	P02263	Histone H2A-IV
2aro	E	Gallus gallus	6342	3677#46982	P02263	Histone H2A-IV
2aro	B	Gallus gallus	6334#42742	3677#46982	P0C1H3	Histone H2B 1/2/3/4/6
2aro	F	Gallus gallus	6334#42742	3677#46982	P0C1H3	Histone H2B 1/2/3/4/6
2aro	D	Gallus gallus	6334#6335#6336#6352#45653#51290	3677#19904#42393#46982	P62801	Histone H4
2aro	H	Gallus gallus	6334#6335#6336#6352#45653#51290	3677#19904#42393#46982	P62801	Histone H4
2aro	C	Gallus gallus	122#6334	3677#3682#31492#46982	P84229	Histone H3.2
2aro	G	Gallus gallus	122#6334	3677#3682#31492#46982	P84229	Histone H3.2
2ayu	A	Saccharomyces cerevisiae	6334#6337#6606#7117#31116#32968#43085#2000617	3677#5515#8047#30332#42393#42802	P25293	Nucleosome assembly protein
2azm	C	Homo sapiens	NA	NA	P16104	Histone H2AX
2azm	D	Homo sapiens	NA	NA	P16104	Histone H2AX
2azm	A	Homo sapiens	NA	NA	Q14676	Mediator of DNA damage checkpoint protein 1
2azm	B	Homo sapiens	NA	NA	Q14676	Mediator of DNA damage checkpoint protein 1
2b2t	A	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2t	B	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2t	C	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2t	D	Homo sapiens	NA	3677	P68431	Histone H3.1
2b2u	A	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2u	B	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2u	C	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2u	D	Homo sapiens	NA	NA	P68431	Histone H3.1
2b2v	A	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2v	B	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2v	C	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2v	D	Homo sapiens	NA	NA	P68431	Histone H3.1
2b2w	A	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2w	B	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2w	C	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2w	D	Homo sapiens	NA	3677	P68431	Histone H3.1
2b2y	A	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2y	B	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b2y	C	Homo sapiens	NA	NA	O14646	Chromodomain-helicase-DNA-binding protein 1
2b4y	A	Homo sapiens	NA	36054#36055#70403	Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial
2b4y	B	Homo sapiens	NA	36054#36055#70403	Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial
2b4y	C	Homo sapiens	NA	36054#36055#70403	Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial
2b4y	D	Homo sapiens	NA	36054#36055#70403	Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial
2bby	A	Homo sapiens	6366#6367	NA	P13984	General transcription factor IIF subunit 2
2bfq	A	Archaeoglobus fulgidus	NA	16787	O28751	[Protein ADP-ribosylglutamate] hydrolase AF_1521
2bfr	A	Archaeoglobus fulgidus	NA	16787	O28751	[Protein ADP-ribosylglutamate] hydrolase AF_1521
2bqz	B	Homo sapiens	NA	NA	Q6GMV2	SET and MYND domain-containing protein 5
2bqz	F	Homo sapiens	NA	NA	Q6GMV2	SET and MYND domain-containing protein 5
2bqz	A	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
2bqz	E	Homo sapiens	NA	18024	Q9NQR1	N-lysine methyltransferase KMT5A
2byk	B	Drosophila melanogaster	6338#6974#16573#34080#42766#71480	4402#5515#16740#16746#46982#70615	Q9V444	NA
2byk	D	Drosophila melanogaster	6338#6974#16573#34080#42766#71480	4402#5515#16740#16746#46982#70615	Q9V444	NA
2byk	A	Drosophila melanogaster	42766	5515#46982#70615	Q9V452	NA
2byk	C	Drosophila melanogaster	42766	5515#46982#70615	Q9V452	NA
2bym	B	Drosophila melanogaster	6338#6974#16573#34080#42766#71480	4402#5515#16740#16746#46982#70615	Q9V444	NA
2bym	D	Drosophila melanogaster	6338#6974#16573#34080#42766#71480	4402#5515#16740#16746#46982#70615	Q9V444	NA
2bym	A	Drosophila melanogaster	42766	5515#46982#70615	Q9V452	NA
2bym	C	Drosophila melanogaster	42766	5515#46982#70615	Q9V452	NA
2bze	A	Homo sapiens	6368#16570	3677	Q92541	RNA polymerase-associated protein RTF1 homolog
2c1j	A	Homo sapiens	6605#7165#8039#10941#19221#30168#43066#43488#51683#61024#90128#90168#1900740	3723#5515#8134#19901#19904#31625#42802#44325#45296	P63104	14-3-3 protein zeta/delta
2c1j	B	Homo sapiens	6605#7165#8039#10941#19221#30168#43066#43488#51683#61024#90128#90168#1900740	3723#5515#8134#19901#19904#31625#42802#44325#45296	P63104	14-3-3 protein zeta/delta
2c1j	C	Homo sapiens	NA	NA	P68431	Histone H3.1
2c1j	D	Homo sapiens	NA	NA	P68431	Histone H3.1
2c1n	A	Homo sapiens	6605#7165#8039#10941#19221#30168#43066#43488#51683#61024#90128#90168#1900740	3723#5515#8134#19901#19904#31625#42802#44325#45296	P63104	14-3-3 protein zeta/delta
