structureId	chainId	structureTitle	depositionDate	uniprotAcc	uniprotRecommendedName
1M1A	C	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P06897	Histone H2A type 1
1M1A	G	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P06897	Histone H2A type 1
1M1A	D	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P02281	Histone H2B 1.1
1M1A	H	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P02281	Histone H2B 1.1
1M1A	A	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P02302	Histone H3.3C
1M1A	E	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P02302	Histone H3.3C
1M1A	B	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P62799	Histone H4
1M1A	F	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	P62799	Histone H4
1M1A	I	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	NA	NA
1M1A	J	LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA	2002-06-18	NA	NA
1M1D	B	TETRAHYMENA GCN5 WITH BOUND BISUBSTRATE ANALOG INHIBITOR	2002-06-18	P61830	Histone H3
1M1D	D	TETRAHYMENA GCN5 WITH BOUND BISUBSTRATE ANALOG INHIBITOR	2002-06-18	P61830	Histone H3
1M1D	A	TETRAHYMENA GCN5 WITH BOUND BISUBSTRATE ANALOG INHIBITOR	2002-06-18	Q27198	NA
1M1D	C	TETRAHYMENA GCN5 WITH BOUND BISUBSTRATE ANALOG INHIBITOR	2002-06-18	Q27198	NA
1MJ9	A	Crystal structure of yeast Esa1(C304S) mutant complexed with Coenzyme A	2002-08-27	Q08649	Histone acetyltransferase ESA1
1MJA	A	Crystal structure of yeast Esa1 histone acetyltransferase domain complexed with acetyl coenzyme A	2002-08-27	Q08649	Histone acetyltransferase ESA1
1MJB	A	Crystal structure of yeast Esa1 histone acetyltransferase E338Q mutant complexed with acetyl coenzyme A	2002-08-27	Q08649	Histone acetyltransferase ESA1
1ML9	A	Structure of the Neurospora SET domain protein DIM-5, a histone lysine methyltransferase	2002-08-30	Q8X225	Histone-lysine N-methyltransferase, H3 lysine-9 specific dim-5
1MT6	A	Structure of histone H3 K4-specific methyltransferase SET7/9 with AdoHcy	2002-09-20	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1MUF	A	Structure of histone H3 K4-specific methyltransferase SET7/9	2002-09-23	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1MUL	A	Crystal structure of the E. coli HU alpha2 protein	2002-09-24	P0ACF0	DNA-binding protein HU-alpha
1MVH	A	structure of the SET domain histone lysine methyltransferase Clr4	2002-09-25	O60016	Histone-lysine N-methyltransferase, H3 lysine-9 specific
1MVX	A	structure of the SET domain histone lysine methyltransferase Clr4	2002-09-26	O60016	Histone-lysine N-methyltransferase, H3 lysine-9 specific
1N1J	A	Crystal structure of the NF-YB/NF-YC histone pair	2002-10-18	P25208	Nuclear transcription factor Y subunit beta
1N1J	B	Crystal structure of the NF-YB/NF-YC histone pair	2002-10-18	Q13952	Nuclear transcription factor Y subunit gamma
1N3J	A	Structure and Substrate of a Histone H3 Lysine Methyltransferase from Paramecium Bursaria Chlorella Virus 1	2002-10-28	O41094	NA
1N3J	B	Structure and Substrate of a Histone H3 Lysine Methyltransferase from Paramecium Bursaria Chlorella Virus 1	2002-10-28	O41094	NA
1N6A	A	Structure of SET7/9	2002-11-09	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1N6C	A	Structure of SET7/9	2002-11-09	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1N6J	G	Structural basis of sequence-specific recruitment of histone deacetylases by Myocyte Enhancer Factor-2	2002-11-11	Q9Y6J0	Calcineurin-binding protein cabin-1
1N6J	A	Structural basis of sequence-specific recruitment of histone deacetylases by Myocyte Enhancer Factor-2	2002-11-11	Q02080	Myocyte-specific enhancer factor 2B
1N6J	B	Structural basis of sequence-specific recruitment of histone deacetylases by Myocyte Enhancer Factor-2	2002-11-11	Q02080	Myocyte-specific enhancer factor 2B
1N6J	C	Structural basis of sequence-specific recruitment of histone deacetylases by Myocyte Enhancer Factor-2	2002-11-11	NA	NA
1N6J	D	Structural basis of sequence-specific recruitment of histone deacetylases by Myocyte Enhancer Factor-2	2002-11-11	NA	NA
1N72	A	Structure and Ligand of a Histone Acetyltransferase Bromodomain	2002-11-12	Q92831	Histone acetyltransferase KAT2B
1NI8	A	H-NS dimerization motif	2002-12-22	P0ACF8	DNA-binding protein H-NS
1NI8	B	H-NS dimerization motif	2002-12-22	P0ACF8	DNA-binding protein H-NS
1NLQ	A	The crystal structure of Drosophila NLP-core provides insight into pentamer formation and histone binding	2003-01-07	Q27415	Nucleoplasmin-like protein
1NLQ	B	The crystal structure of Drosophila NLP-core provides insight into pentamer formation and histone binding	2003-01-07	Q27415	Nucleoplasmin-like protein
1NLQ	C	The crystal structure of Drosophila NLP-core provides insight into pentamer formation and histone binding	2003-01-07	Q27415	Nucleoplasmin-like protein
1NLQ	D	The crystal structure of Drosophila NLP-core provides insight into pentamer formation and histone binding	2003-01-07	Q27415	Nucleoplasmin-like protein
1NLQ	E	The crystal structure of Drosophila NLP-core provides insight into pentamer formation and histone binding	2003-01-07	Q27415	Nucleoplasmin-like protein
1NW3	A	Structure of the Catalytic domain of human DOT1L, a non-SET domain nucleosomal histone methyltransferase	2003-02-05	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
1O9S	K	Crystal structure of a ternary complex of the human histone methyltransferase SET7/9	2002-12-18	P68431	Histone H3.1
1O9S	L	Crystal structure of a ternary complex of the human histone methyltransferase SET7/9	2002-12-18	P68431	Histone H3.1
1O9S	A	Crystal structure of a ternary complex of the human histone methyltransferase SET7/9	2002-12-18	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1O9S	B	Crystal structure of a ternary complex of the human histone methyltransferase SET7/9	2002-12-18	Q8WTS6	Histone-lysine N-methyltransferase SETD7
1P34	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P34	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P34	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P34	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P34	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P34	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P34	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P34	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P34	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P34	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3A	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3A	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3A	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3A	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3A	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3A	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3A	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3A	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3A	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3A	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3B	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3B	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3B	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3B	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3B	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3B	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3B	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3B	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3B	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3B	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3F	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3F	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3F	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3F	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3F	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3F	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3F	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3F	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3F	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3F	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3G	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3G	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3G	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3G	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3G	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3G	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3G	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3G	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3G	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3G	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3I	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3I	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3I	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3I	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3I	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3I	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3I	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3I	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3I	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3I	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3K	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3K	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3K	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3K	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3K	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3K	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3K	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3K	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3K	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3K	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3L	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3L	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3L	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3L	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3L	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3L	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3L	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3L	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3L	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3L	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3M	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3M	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3M	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3M	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3M	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3M	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3M	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3M	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3M	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3M	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3O	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3O	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3O	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3O	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3O	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3O	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3O	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3O	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3O	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3O	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3P	C	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3P	G	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P06897	Histone H2A type 1
1P3P	D	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3P	H	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P02281	Histone H2B 1.1
1P3P	A	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3P	E	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P84233	Histone H3.2
1P3P	B	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3P	F	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	P62799	Histone H4
1P3P	I	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1P3P	J	Crystallographic Studies of Nucleosome Core Particles containing Histone 'Sin' Mutants	2003-04-17	NA	NA
1PDQ	B	Polycomb chromodomain complexed with the histone H3 tail containing trimethyllysine 27.	2003-05-20	C0HL66	Histone H3.3A
1PDQ	A	Polycomb chromodomain complexed with the histone H3 tail containing trimethyllysine 27.	2003-05-20	P26017	Polycomb group protein Pc
1PEG	P	Structural basis for the product specificity of histone lysine methyltransferases	2003-05-21	P61830	Histone H3
1PEG	Q	Structural basis for the product specificity of histone lysine methyltransferases	2003-05-21	P61830	Histone H3
1PEG	A	Structural basis for the product specificity of histone lysine methyltransferases	2003-05-21	Q8X225	Histone-lysine N-methyltransferase, H3 lysine-9 specific dim-5
1PEG	B	Structural basis for the product specificity of histone lysine methyltransferases	2003-05-21	Q8X225	Histone-lysine N-methyltransferase, H3 lysine-9 specific dim-5
1PFB	B	Structural Basis for specific binding of polycomb chromodomain to histone H3 methylated at K27	2003-05-24	P06352	Histone H3, embryonic
1PFB	A	Structural Basis for specific binding of polycomb chromodomain to histone H3 methylated at K27	2003-05-24	P26017	Polycomb group protein Pc
1PJN	A	Mouse Importin alpha-bipartite NLS N1N2 from Xenopus laevis phosphoprotein Complex	2003-06-03	P06180	Histone-binding protein N1/N2
1PJN	B	Mouse Importin alpha-bipartite NLS N1N2 from Xenopus laevis phosphoprotein Complex	2003-06-03	P52293	Importin subunit alpha-1
1PU9	B	Crystal Structure of Tetrahymena GCN5 with Bound Coenzyme A and a 19-residue Histone H3 Peptide	2003-06-24	P61830	Histone H3
1PU9	A	Crystal Structure of Tetrahymena GCN5 with Bound Coenzyme A and a 19-residue Histone H3 Peptide	2003-06-24	Q27198	NA
1PUA	B	Crystal Structure of Tetrahymena GCN5 with Bound Coenzyme A and a Phosphorylated, 19-residue Histone H3 peptide	2003-06-24	P61830	Histone H3
1PUA	A	Crystal Structure of Tetrahymena GCN5 with Bound Coenzyme A and a Phosphorylated, 19-residue Histone H3 peptide	2003-06-24	Q27198	NA
1Q14	A	Structure and autoregulation of the yeast Hst2 homolog of Sir2	2003-07-18	P53686	NAD-dependent protein deacetylase HST2
1Q17	A	Structure of the yeast Hst2 protein deacetylase in ternary complex with 2'-O-acetyl ADP ribose and histone peptide	2003-07-18	P53686	NAD-dependent protein deacetylase HST2
1Q17	B	Structure of the yeast Hst2 protein deacetylase in ternary complex with 2'-O-acetyl ADP ribose and histone peptide	2003-07-18	P53686	NAD-dependent protein deacetylase HST2
1Q17	C	Structure of the yeast Hst2 protein deacetylase in ternary complex with 2'-O-acetyl ADP ribose and histone peptide	2003-07-18	P53686	NAD-dependent protein deacetylase HST2
1Q1A	B	Structure of the yeast Hst2 protein deacetylase in ternary complex with 2'-O-acetyl ADP ribose and histone peptide	2003-07-18	P02309	Histone H4
1Q1A	A	Structure of the yeast Hst2 protein deacetylase in ternary complex with 2'-O-acetyl ADP ribose and histone peptide	2003-07-18	P53686	NAD-dependent protein deacetylase HST2
1Q2C	A	Crystal Structure of Tetrahymena GCN5 With Bound Coenzyme A and a 19-residue Histone H4 Peptide	2003-07-24	Q27198	NA
1Q2C	B	Crystal Structure of Tetrahymena GCN5 With Bound Coenzyme A and a 19-residue Histone H4 Peptide	2003-07-24	NA	NA
1Q2D	A	Crystal Structure of Tetrahymena GCN5 With Bound Coenzyme A and a 19-residue p53 peptide	2003-07-24	Q27198	NA
1Q2D	B	Crystal Structure of Tetrahymena GCN5 With Bound Coenzyme A and a 19-residue p53 peptide	2003-07-24	NA	NA
1Q3L	A	Chromodomain Of HP1 Complexed With Histone H3 Tail Containing monomethyllysine 9.	2003-07-30	P05205	Heterochromatin protein 1
1Q3L	P	Chromodomain Of HP1 Complexed With Histone H3 Tail Containing monomethyllysine 9.	2003-07-30	P68431	Histone H3.1
1Q9C	A	Crystal Structure of the Histone domain of Son of Sevenless	2003-08-24	Q07889	Son of sevenless homolog 1
1Q9C	B	Crystal Structure of the Histone domain of Son of Sevenless	2003-08-24	Q07889	Son of sevenless homolog 1
1Q9C	C	Crystal Structure of the Histone domain of Son of Sevenless	2003-08-24	Q07889	Son of sevenless homolog 1
1Q9C	D	Crystal Structure of the Histone domain of Son of Sevenless	2003-08-24	Q07889	Son of sevenless homolog 1
