structureId,chainId,compound,source,uniprotAcc,uniprotRecommendedName
"4MBS","A","Chimera protein of C-C chemokine receptor type 5 and Rubredoxin","Clostridium pasteurianum,Homo sapiens","P00268#P51681","P00268:#Rubredoxin#P51681:#C-C chemokine receptor type 5"
"4MBS","B","Chimera protein of C-C chemokine receptor type 5 and Rubredoxin","Clostridium pasteurianum,Homo sapiens","P00268#P51681","P00268:#Rubredoxin#P51681:#C-C chemokine receptor type 5"
"4N0C","A","H-2 class I histocompatibility antigen, L-D alpha chain","Mus musculus","P01897","H-2 class I histocompatibility antigen, L-D alpha chain"
"4N0C","B","pCPE3","","",""
"4N0C","C","42F3 VmCh alpha","Homo sapiens,Mus musculus","A0A0G2JFA3#P01738#P01848","null#P01738:#T-cell receptor alpha chain V region PHDS58#P01848:#T cell receptor alpha constant"
"4N0C","D","42F3 VmCh beta","Homo sapiens,Mus musculus","A0A075B5I3#A0A0A6YX08#A0A5B9","null#null#A0A5B9:#T cell receptor beta constant 2"
"4N0C","E","H-2 class I histocompatibility antigen, L-D alpha chain","Mus musculus","P01897","H-2 class I histocompatibility antigen, L-D alpha chain"
"4N0C","F","pCPE3","","",""
"4N0C","G","42F3 VmCh alpha","Homo sapiens,Mus musculus","A0A0G2JFA3#P01738#P01848","null#P01738:#T-cell receptor alpha chain V region PHDS58#P01848:#T cell receptor alpha constant"
"4N0C","H","42F3 VmCh beta","Homo sapiens,Mus musculus","A0A075B5I3#A0A0A6YX08#A0A5B9","null#null#A0A5B9:#T cell receptor beta constant 2"
"4NFT","A","Histone H2B type 2-E, Histone H2A.Z","Homo sapiens","P0C0S5#Q16778","P0C0S5:#Histone H2A.Z#Q16778:#Histone H2B type 2-E"
"4NFT","B","Histone H2B type 2-E, Histone H2A.Z","Homo sapiens","P0C0S5#Q16778","P0C0S5:#Histone H2A.Z#Q16778:#Histone H2B type 2-E"
"4NFT","C","Histone H2B type 2-E, Histone H2A.Z","Homo sapiens","P0C0S5#Q16778","P0C0S5:#Histone H2A.Z#Q16778:#Histone H2B type 2-E"
"4NFT","D","Histone H2B type 2-E, Histone H2A.Z","Homo sapiens","P0C0S5#Q16778","P0C0S5:#Histone H2A.Z#Q16778:#Histone H2B type 2-E"
"4NFT","E","Acidic leucine-rich nuclear phosphoprotein 32 family member E","Homo sapiens","Q9BTT0","Acidic leucine-rich nuclear phosphoprotein 32 family member E"
"4NFT","F","Acidic leucine-rich nuclear phosphoprotein 32 family member E","Homo sapiens","Q9BTT0","Acidic leucine-rich nuclear phosphoprotein 32 family member E"
"4NUF","A","Maltose ABC transporter periplasmic protein, Nuclear receptor subfamily 0 group B member 2 chimeric construct","Escherichia coli,Mus musculus","P0AEX9#Q62227","P0AEX9:#Maltose/maltodextrin-binding periplasmic protein#Q62227:#Nuclear receptor subfamily 0 group B member 2"
"4NUF","P","EID1 peptide","Mus musculus","Q9DCR4","EP300-interacting inhibitor of differentiation 1"
"4OZQ","A","Chimera of Maltose-binding periplasmic protein and Kinesin family member 14 protein","Escherichia coli,Mus musculus","L0N7N1#T9HUW4","L0N7N1:#Kinesin-like protein KIF14#null"
"4OZQ","B","Chimera of Maltose-binding periplasmic protein and Kinesin family member 14 protein","Escherichia coli,Mus musculus","L0N7N1#T9HUW4","L0N7N1:#Kinesin-like protein KIF14#null"
"4QY5","A","Beta-lactamase TEM,Beta-lactamase PSE-4","Pseudomonas aeruginosa,Escherichia coli","P16897#P62593","P16897:#Beta-lactamase PSE-4#P62593:#Beta-lactamase TEM"
"4QY6","A","Beta-lactamase TEM, Beta-lactamase PSE-4","Pseudomonas aeruginosa,Escherichia coli","P16897#P62593","P16897:#Beta-lactamase PSE-4#P62593:#Beta-lactamase TEM"
"4R4R","A","Beta-lactamase TEM,Beta-lactamase PSE-4","Pseudomonas aeruginosa,Escherichia coli","P16897#P62593","P16897:#Beta-lactamase PSE-4#P62593:#Beta-lactamase TEM"
"4R4S","A","Beta-lactamase TEM,Beta-lactamase PSE-4","Pseudomonas aeruginosa,Escherichia coli","P16897#P62593","P16897:#Beta-lactamase PSE-4#P62593:#Beta-lactamase TEM"
"4R8P","A","Histone H3.2","Xenopus laevis","P84233","Histone H3.2"
"4R8P","B","Histone H4","Xenopus laevis","P62799","Histone H4"
"4R8P","C","Histone H2A","Xenopus laevis","P06897","Histone H2A type 1"
"4R8P","D","Histone H2B 1.1","Xenopus laevis","P02281","Histone H2B 1.1"
"4R8P","E","Histone H3.2","Xenopus laevis","P84233","Histone H3.2"
"4R8P","F","Histone H4","Xenopus laevis","P62799","Histone H4"
"4R8P","G","Histone H2A","Xenopus laevis","P06897","Histone H2A type 1"
"4R8P","H","Histone H2B 1.1","Xenopus laevis","P02281","Histone H2B 1.1"
"4R8P","I","DNA (147-mer)","synthetic construct","",""
"4R8P","J","DNA (147-mer)","synthetic construct","",""
"4R8P","K","Polycomb complex protein BMI-1","Homo sapiens","P35226","Polycomb complex protein BMI-1"
"4R8P","L","E3 ubiquitin-protein ligase RING2, Ubiquitin-conjugating enzyme E2 D3","Homo sapiens","P61077#Q99496","P61077:#Ubiquitin-conjugating enzyme E2 D3#Q99496:#E3 ubiquitin-protein ligase RING2"
"4R8P","M","Polycomb complex protein BMI-1","Homo sapiens","P35226","Polycomb complex protein BMI-1"
"4R8P","N","E3 ubiquitin-protein ligase RING2, Ubiquitin-conjugating enzyme E2 D3","Homo sapiens","P61077#Q99496","P61077:#Ubiquitin-conjugating enzyme E2 D3#Q99496:#E3 ubiquitin-protein ligase RING2"
"4UDU","A","T CELL RECEPTOR ALPHA CHAIN, T-CELL RECEPTOR ALPHA CHAIN C REGION","Homo sapiens","A0A0B4J277#P01848","A0A0B4J277:#T cell receptor alpha variable 22#P01848:#T cell receptor alpha constant"
"4UDU","B","PROTEIN TRBV7-9, T-CELL RECEPTOR BETA-2 CHAIN C REGION","Homo sapiens","A0A5A3#A0A5B9","null#A0A5B9:#T cell receptor beta constant 2"
"4UDU","C","ENTEROTOXIN TYPE E","Staphylococcus aureus","P12993","Enterotoxin type E"
"4UP0","A","PYGOPUS HOMOLOG 2, B-CELL CLL/LYMPHOMA 9-LIKE PROTEIN","Homo sapiens","Q86UU0#Q9BRQ0","Q86UU0:#B-cell CLL/lymphoma 9-like protein#Q9BRQ0:#Pygopus homolog 2"
"4UP0","F","HISTONE H3.1","Homo sapiens","P68431","Histone H3.1"
"4UP5","A","PYGOPUS HOMOLOG 2, B-CELL CLL/LYMPHOMA 9-LIKE PROTEIN","Homo sapiens","Q86UU0#Q9BRQ0","Q86UU0:#B-cell CLL/lymphoma 9-like protein#Q9BRQ0:#Pygopus homolog 2"
"4W2E","0","50S ribosomal protein L27","Thermus thermophilus","P60493","50S ribosomal protein L27"
"4W2E","1","50S ribosomal protein L28","Thermus thermophilus","P60494","50S ribosomal protein L28"
"4W2E","2","50S ribosomal protein L29","Thermus thermophilus","Q5SHP6","50S ribosomal protein L29"
"4W2E","3","50S ribosomal protein L30","Thermus thermophilus","Q5SHQ6","50S ribosomal protein L30"
"4W2E","4","50S ribosomal protein L31","Thermus thermophilus","Q5SJE1","50S ribosomal protein L31"
"4W2E","5","50S ribosomal protein L32","Thermus thermophilus","P80339","50S ribosomal protein L32"
"4W2E","6","50S ribosomal protein L33","Thermus thermophilus","P35871","50S ribosomal protein L33"
"4W2E","7","50S ribosomal protein L34","Thermus thermophilus","P80340","50S ribosomal protein L34"
"4W2E","8","50S ribosomal protein L35","Thermus thermophilus","Q5SKU1","50S ribosomal protein L35"
"4W2E","9","50S ribosomal protein L36","Thermus thermophilus","Q5SHR2","50S ribosomal protein L36"
"4W2E","A","23S Ribosomal RNA","Thermus thermophilus","",""
"4W2E","B","5S Ribosomal RNA","Thermus thermophilus","",""
"4W2E","D","50S ribosomal protein L2","Thermus thermophilus","P60405","50S ribosomal protein L2"
"4W2E","E","50S ribosomal protein L3","Thermus thermophilus","Q5SHN8","50S ribosomal protein L3"
"4W2E","F","50S ribosomal protein L4","Thermus thermophilus","Q5SHN9","50S ribosomal protein L4"
"4W2E","G","50S ribosomal protein L5","Thermus thermophilus","Q5SHQ0","50S ribosomal protein L5"
"4W2E","H","50S ribosomal protein L6","Thermus thermophilus","A0A0M9ADP1","50S ribosomal protein L6"
"4W2E","J","50S ribosomal protein L10","Thermus thermophilus","Q8VVE3","50S ribosomal protein L10"
"4W2E","K","50S ribosomal protein L11","Thermus thermophilus","Q5SLP6","50S ribosomal protein L11"
"4W2E","N","50S ribosomal protein L13","Thermus thermophilus","P60488","50S ribosomal protein L13"
"4W2E","O","50S ribosomal protein L14","Thermus thermophilus","Q5SHP8","50S ribosomal protein L14"
"4W2E","P","50S ribosomal protein L15","Thermus thermophilus","Q5SHQ7","50S ribosomal protein L15"
"4W2E","Q","50S ribosomal protein L16","Thermus thermophilus","P60489","50S ribosomal protein L16"
"4W2E","R","50S ribosomal protein L17","Thermus thermophilus","Q9Z9H5","50S ribosomal protein L17"
"4W2E","S","50S ribosomal protein L18","Thermus thermophilus","Q5SHQ4","50S ribosomal protein L18"
"4W2E","T","50S ribosomal protein L19","Thermus thermophilus","P60490","50S ribosomal protein L19"
"4W2E","U","50S ribosomal protein L20","Thermus thermophilus","P60491","50S ribosomal protein L20"
"4W2E","V","50S ribosomal protein L21","Thermus thermophilus","P60492","50S ribosomal protein L21"
"4W2E","W","50S ribosomal protein L22","Thermus thermophilus","Q5SHP3","50S ribosomal protein L22"
"4W2E","X","50S ribosomal protein L23","Thermus thermophilus","Q5SHP0","50S ribosomal protein L23"
"4W2E","Y","50S ribosomal protein L24","Thermus thermophilus","Q5SHP9","50S ribosomal protein L24"
"4W2E","Z","50S ribosomal protein L25","Thermus thermophilus","Q5SHZ1","50S ribosomal protein L25"
"4W2E","a","16S Ribosomal RNA","Thermus thermophilus","",""
"4W2E","b","30S ribosomal protein S2","Thermus thermophilus","P80371","30S ribosomal protein S2"
"4W2E","c","30S ribosomal protein S3","Thermus thermophilus","P80372","30S ribosomal protein S3"
"4W2E","d","30S ribosomal protein S4","Thermus thermophilus","P80373","30S ribosomal protein S4"
"4W2E","e","30S ribosomal protein S5","Thermus thermophilus","Q5SHQ5","30S ribosomal protein S5"
"4W2E","f","30S ribosomal protein S6","Thermus thermophilus","Q5SLP8","30S ribosomal protein S6"
"4W2E","g","30S ribosomal protein S7","Thermus thermophilus","P17291","30S ribosomal protein S7"
"4W2E","h","30S ribosomal protein S8","Thermus thermophilus","A0A0M9AFS9","30S ribosomal protein S8"
"4W2E","i","30S ribosomal protein S9","Thermus thermophilus","P80374","30S ribosomal protein S9"
"4W2E","j","30S ribosomal protein S10","Thermus thermophilus","Q5SHN7","30S ribosomal protein S10"
"4W2E","k","30S ribosomal protein S11","Thermus thermophilus","P80376","30S ribosomal protein S11"
"4W2E","l","30S ribosomal protein S12","Thermus thermophilus","Q5SHN3","30S ribosomal protein S12"
"4W2E","m","30S ribosomal protein S13","Thermus thermophilus","P80377","30S ribosomal protein S13"
"4W2E","n","30S ribosomal protein S14 type Z","Thermus thermophilus","A0A0N0BLP2","30S ribosomal protein S14 type Z"
"4W2E","o","30S ribosomal protein S15","Thermus thermophilus","Q5SJ76","30S ribosomal protein S15"
"4W2E","p","30S ribosomal protein S16","Thermus thermophilus","Q5SJH3","30S ribosomal protein S16"
"4W2E","q","30S ribosomal protein S17","Thermus thermophilus","A0A0N0BLS5","30S ribosomal protein S17"
"4W2E","r","30S ribosomal protein S18","Thermus thermophilus","Q5SLQ0","30S ribosomal protein S18"
"4W2E","s","30S ribosomal protein S19","Thermus thermophilus","Q5SHP2","30S ribosomal protein S19"
"4W2E","t","30S ribosomal protein S20","Thermus thermophilus","P80380","30S ribosomal protein S20"
"4W2E","u","30S ribosomal protein Thx","Thermus thermophilus","Q5SIH3","30S ribosomal protein Thx"
"4W2E","v","mRNA","synthetic construct","",""
"4W2E","w","P-site tRNA","Escherichia coli","",""
"4W2E","x","E-site tRNA","Escherichia coli","",""
"4W2E","y","50S ribosomal protein L9, Elongation factor 4","Thermus thermophilus","Q5SKA7#Q5SLQ1","Q5SKA7:#Elongation factor 4#Q5SLQ1:#50S ribosomal protein L9"
"4WB7","A","DnaJ homolog subfamily B member 1,cAMP-dependent protein kinase catalytic subunit alpha","Homo sapiens","P17612#P25685","P17612:#cAMP-dependent protein kinase catalytic subunit alpha#P25685:#DnaJ homolog subfamily B member 1"
"4WB7","B","DnaJ homolog subfamily B member 1,cAMP-dependent protein kinase catalytic subunit alpha","Homo sapiens","P17612#P25685","P17612:#cAMP-dependent protein kinase catalytic subunit alpha#P25685:#DnaJ homolog subfamily B member 1"
"4WB7","I","PKI (5-24)","Homo sapiens","P61925","cAMP-dependent protein kinase inhibitor alpha"
"4WB7","J","PKI (5-24)","Homo sapiens","P61925","cAMP-dependent protein kinase inhibitor alpha"
"4WPO","A0","50S ribosomal protein L27","Thermus thermophilus","P60493","50S ribosomal protein L27"
"4WPO","A1","50S ribosomal protein L28","Thermus thermophilus","P60494","50S ribosomal protein L28"
"4WPO","A2","50S ribosomal protein L29","Thermus thermophilus","Q5SHP6","50S ribosomal protein L29"
"4WPO","A3","50S ribosomal protein L30","Thermus thermophilus","Q5SHQ6","50S ribosomal protein L30"
"4WPO","A4","50S ribosomal protein L31","Thermus thermophilus","Q5SJE1","50S ribosomal protein L31"
"4WPO","A5","50S ribosomal protein L32","Thermus thermophilus","P80339","50S ribosomal protein L32"
"4WPO","A6","50S ribosomal protein L33","Thermus thermophilus","P35871","50S ribosomal protein L33"
"4WPO","A7","50S ribosomal protein L34","Thermus thermophilus","P80340","50S ribosomal protein L34"
"4WPO","A8","50S ribosomal protein L35","Thermus thermophilus","Q5SKU1","50S ribosomal protein L35"
"4WPO","A9","50S ribosomal protein L36","Thermus thermophilus","Q5SHR2","50S ribosomal protein L36"
"4WPO","AA","23S Ribosomal RNA","Thermus thermophilus","",""
"4WPO","AB","5S Ribosomal RNA","Thermus thermophilus","",""
"4WPO","AC","50S ribosomal protein L1","Thermus thermophilus","Q5SLP7","50S ribosomal protein L1"
"4WPO","AD","50S ribosomal protein L2","Thermus thermophilus","P60405","50S ribosomal protein L2"
"4WPO","AE","50S ribosomal protein L3","Thermus thermophilus","Q5SHN8","50S ribosomal protein L3"
"4WPO","AF","50S ribosomal protein L4","Thermus thermophilus","Q5SHN9","50S ribosomal protein L4"
"4WPO","AG","50S ribosomal protein L5","Thermus thermophilus","Q5SHQ0","50S ribosomal protein L5"
"4WPO","AH","50S ribosomal protein L6","Thermus thermophilus","A0A0M9ADP1","50S ribosomal protein L6"
"4WPO","AK","50S ribosomal protein L10","Thermus thermophilus","Q8VVE3","50S ribosomal protein L10"
"4WPO","AL","50S ribosomal protein L11","Thermus thermophilus","Q5SLP6","50S ribosomal protein L11"
"4WPO","AN","50S ribosomal protein L13","Thermus thermophilus","P60488","50S ribosomal protein L13"
"4WPO","AO","50S ribosomal protein L14","Thermus thermophilus","Q5SHP8","50S ribosomal protein L14"
"4WPO","AP","50S ribosomal protein L15","Thermus thermophilus","Q5SHQ7","50S ribosomal protein L15"
"4WPO","AQ","50S ribosomal protein L16","Thermus thermophilus","P60489","50S ribosomal protein L16"
"4WPO","AR","50S ribosomal protein L17","Thermus thermophilus","Q9Z9H5","50S ribosomal protein L17"
"4WPO","AS","50S ribosomal protein L18","Thermus thermophilus","Q5SHQ4","50S ribosomal protein L18"
"4WPO","AT","50S ribosomal protein L19","Thermus thermophilus","P60490","50S ribosomal protein L19"
"4WPO","AU","50S ribosomal protein L20","Thermus thermophilus","P60491","50S ribosomal protein L20"
"4WPO","AV","50S ribosomal protein L21","Thermus thermophilus","P60492","50S ribosomal protein L21"
"4WPO","AW","50S ribosomal protein L22","Thermus thermophilus","Q5SHP3","50S ribosomal protein L22"
"4WPO","AX","50S ribosomal protein L23","Thermus thermophilus","Q5SHP0","50S ribosomal protein L23"
"4WPO","AY","50S ribosomal protein L24","Thermus thermophilus","Q5SHP9","50S ribosomal protein L24"
"4WPO","AZ","50S ribosomal protein L25","Thermus thermophilus","Q5SHZ1","50S ribosomal protein L25"
"4WPO","BA","16S Ribosomal RNA","Thermus thermophilus","",""
"4WPO","BB","30S ribosomal protein S2","Thermus thermophilus","P80371","30S ribosomal protein S2"
"4WPO","BC","30S ribosomal protein S3","Thermus thermophilus","P80372","30S ribosomal protein S3"
"4WPO","BD","30S ribosomal protein S4","Thermus thermophilus","P80373","30S ribosomal protein S4"
"4WPO","BE","30S ribosomal protein S5","Thermus thermophilus","Q5SHQ5","30S ribosomal protein S5"
"4WPO","BF","30S ribosomal protein S6","Thermus thermophilus","Q5SLP8","30S ribosomal protein S6"
"4WPO","BG","30S ribosomal protein S7","Thermus thermophilus","P17291","30S ribosomal protein S7"
"4WPO","BH","30S ribosomal protein S8","Thermus thermophilus","A0A0M9AFS9","30S ribosomal protein S8"
"4WPO","BI","30S ribosomal protein S9","Thermus thermophilus","P80374","30S ribosomal protein S9"
"4WPO","BJ","30S ribosomal protein S10","Thermus thermophilus","Q5SHN7","30S ribosomal protein S10"
"4WPO","BK","30S ribosomal protein S11","Thermus thermophilus","P80376","30S ribosomal protein S11"
"4WPO","BL","30S ribosomal protein S12","Thermus thermophilus","Q5SHN3","30S ribosomal protein S12"
"4WPO","BM","30S ribosomal protein S13","Thermus thermophilus","P80377","30S ribosomal protein S13"
"4WPO","BN","30S ribosomal protein S14 type Z","Thermus thermophilus","A0A0N0BLP2","30S ribosomal protein S14 type Z"
"4WPO","BO","30S ribosomal protein S15","Thermus thermophilus","Q5SJ76","30S ribosomal protein S15"
"4WPO","BP","30S ribosomal protein S16","Thermus thermophilus","Q5SJH3","30S ribosomal protein S16"
"4WPO","BQ","30S ribosomal protein S17","Thermus thermophilus","A0A0N0BLS5","30S ribosomal protein S17"
"4WPO","BR","30S ribosomal protein S18","Thermus thermophilus","Q5SLQ0","30S ribosomal protein S18"
"4WPO","BS","30S ribosomal protein S19","Thermus thermophilus","Q5SHP2","30S ribosomal protein S19"
"4WPO","BT","30S ribosomal protein S20","Thermus thermophilus","P80380","30S ribosomal protein S20"
"4WPO","BU","30S ribosomal protein Thx","Thermus thermophilus","Q5SIH3","30S ribosomal protein Thx"
"4WPO","BV","mRNA","synthetic construct","",""
"4WPO","BW","A-site tRNA","Escherichia coli","",""
"4WPO","BX","P-site tRNA","Escherichia coli","",""
"4WPO","BY","E-site tRNA","Escherichia coli","",""
"4WPO","BZ","50S ribosomal protein L9,Elongation factor G","Thermus thermophilus","Q5SHN5#Q5SLQ1","Q5SHN5:#Elongation factor G#Q5SLQ1:#50S ribosomal protein L9"
"4WPO","C0","50S ribosomal protein L27","Thermus thermophilus","P60493","50S ribosomal protein L27"
"4WPO","C1","50S ribosomal protein L28","Thermus thermophilus","P60494","50S ribosomal protein L28"
"4WPO","C2","50S ribosomal protein L29","Thermus thermophilus","Q5SHP6","50S ribosomal protein L29"
"4WPO","C3","50S ribosomal protein L30","Thermus thermophilus","Q5SHQ6","50S ribosomal protein L30"
"4WPO","C4","50S ribosomal protein L31","Thermus thermophilus","Q5SJE1","50S ribosomal protein L31"
"4WPO","C5","50S ribosomal protein L32","Thermus thermophilus","P80339","50S ribosomal protein L32"
"4WPO","C6","50S ribosomal protein L33","Thermus thermophilus","P35871","50S ribosomal protein L33"
"4WPO","C7","50S ribosomal protein L34","Thermus thermophilus","P80340","50S ribosomal protein L34"
"4WPO","C8","50S ribosomal protein L35","Thermus thermophilus","Q5SKU1","50S ribosomal protein L35"
"4WPO","C9","50S ribosomal protein L36","Thermus thermophilus","Q5SHR2","50S ribosomal protein L36"
"4WPO","CA","23S Ribosomal RNA","Thermus thermophilus","",""
"4WPO","CB","5S Ribosomal RNA","Thermus thermophilus","",""
"4WPO","CC","50S ribosomal protein L1","Thermus thermophilus","Q5SLP7","50S ribosomal protein L1"
"4WPO","CD","50S ribosomal protein L2","Thermus thermophilus","P60405","50S ribosomal protein L2"
"4WPO","CE","50S ribosomal protein L3","Thermus thermophilus","Q5SHN8","50S ribosomal protein L3"
